I,,20200828,99991231,N,REMOVE/ALTER POSTED NOTICE IN VEHICLE INDICATING TRUE MILEAGE,Y,Y,Y,N,MISFRD,26,407531,REMOVING/ALTERING POSTED NOTICE IN VEHICLE INDICATING TRUE MILEAGE,N,N,IN,407.531-001N202026,N
M,U,20200828,99991231,N,DEAL-MERCHANT W/O LICENS,Y,Y,Y,N,MISFRD,26,150100,DEALING AS A MERCHANT WITHOUT A LICENSE,,N,M,150.100-001N202026,N
F,D,20200828,99991231,Y,IMPROPER USE AFTERMARKET CRASH PARTS,Y,Y,Y,N,FELFRD,26,407295,VIOLATION IN USE OF AFTERMARKET CRASH PARTS PACIFYING USE IN REPAIR,N,N,F,407.295-001Y202026,N
M,B,20200828,99991231,Y,IDENTITY THEFT/ATTEMPT-1ST OFFNS,Y,N,Y,N,MISFRD,26,570223,IDENTITY THEFT OR ATTEMPTED IDENTITY THEFT - 1ST OFFENSE,N,N,M,570.223-006Y202026,N
F,B,20200828,99991231,Y,TRAFFICKING IN STOLEN IDENTITIES,Y,Y,Y,N,FELFRD,26,570224,TRAFFICKING IN STOLEN IDENTITIES,,N,F,570.224-001Y202026,N
I,,20200828,99991231,N,DEFRAUD CREDIT CARD HOLDER-2ND SUBSEQUENT OFFENSE,Y,Y,Y,N,MISFRD,26,407433,KNOWINGLY DEFRAUD/INTENT TO DEFRAUD CREDIT CARD HOLDER-SALES RECEIPT OR BY ELECTRONIC MEANS WITHOUT CONSENT - 1ST OFFENSE,N,N,IN,407.433-002N202026,N
F,D,20200828,99991231,Y,FALSE INFO SUBJ LINE COMMERCIAL E-MAIL,Y,Y,Y,N,FELFRD,26,4071138,WILLFULLY/KNOWINGLY PROVIDE FALSE IDENTITY/FALSE OR MISLEADING INFORMATION IN SUBJECT LINE OF ANY COMMERCIAL ELECTRONIC MAIL MESSAGE,N,N,F,407.1138-001Y202026,N
F,D,20200828,99991231,Y,FAIL TO USE ADV: AS 1ST CHARACTERS OF COMMERCIAL E-MAIL,Y,Y,Y,N,FELFRD,26,4071138,"WILLFULLY/KNOWINGLY FAIL TO USE ""ADV:"" AS 1ST FOUR CHARACTERS IN SUBJECT LINE OF UNSOLICITED COMMERCIAL ELECTRONIC MAIL MESSAGE",N,N,F,407.1138-002Y202026,N
F,D,20200828,99991231,Y,FAIL TO USE ADV:ADLT AS 1ST 8 CHAR-SUBJ LINE-COMM E-MAIL W/ OBSCENE MAT,Y,Y,Y,N,FELFRD,26,4071138,"WILLFULLY/KNOWINGLY FAIL TO USE ""ADV:ADLT"" AS 1ST EIGHT CHARACTERS IN SUBJECT LINE OF UNSOLICITED COMMERCIAL ELECTRONIC MAIL MESSAGE CONTAINING OBSCENE MATERIAL",N,N,F,407.1138-003Y202026,N
F,D,20200828,99991231,Y,TRANSMIT UNSOL COMM E-MAIL MSG-NOTIFIED NOT TO SEND MSGS,Y,Y,Y,N,FELFRD,26,4071138,WILLFULLY/KNOWINGLY TRANSMIT UNSOLICITED COMMERCIAL ELECTRONIC MAIL MESSAGE AFTER BEING NOTIFIED NOT TO SEND FURTHER SUCH MESSAGES,N,N,F,407.1138-004Y202026,N
F,U,20200828,99991231,Y,"FRAUD IN OFFER, SALE OR PURCHASE OF SECURITY PRACTICES",Y,Y,Y,N,FELFRD,26,4095501,"ENGAGE IN FRAUD OR MISREPRESENTATION IN THE OFFER, SALE, OR PURCHASE OF SECURITIES",N,N,F,409.5501-001Y202026,N
F,U,20200828,99991231,Y,MAKE FALSE MISLEADING STATEMENT IN RECORD USED IN ACTION/PROCEEDING,Y,Y,Y,N,FELFRD,26,4095505,MAKE FALSE OR MISLEADING STATEMENT OR MATERIAL OMISSION IN A RECORD USED IN AN ACTION OR PROCEEDING,N,N,F,409.5505-001Y202026,N
F,U,20200828,99991231,Y,CRIM SECURTY FRAUD ELDER/DISABLE,Y,Y,Y,N,FELFRD,26,4095508,CRIMINAL SECURITIES FRAUD OR VIOLATION - ELDERLY/DISABLED,,N,F,409.5508-001Y202026,N
F,U,20200828,99991231,Y,CRIM SECURTY FRAUD/VIOLATION,Y,Y,Y,N,FELFRD,26,4095508,CRIMINAL SECURITIES FRAUD OR VIOLATION,,N,F,409.5508-002Y202026,N
F,U,20200828,99991231,Y,FAIL TO REG BROKER/DEAL,Y,Y,Y,N,FELFRD,26,4094401,TRANSACT BUSINESS AS A BROKER OR DEALER WITHOUT BEING REGISTERED OR EXEMPT FROM REGISTRATION,,N,F,409.4401-001Y202026,N
M,B,20200828,99991231,N,FRAUD SELL PROP LESS $50,Y,Y,Y,N,FELFRD,26,367045,FRAUDULENTLY PLEDGING OR SELLING PROPERTY (VALUE LESS THAN $50),,N,M,367.045-003N202026,N
F,U,20200828,99991231,Y,OFFER/SELL UNREG/EXEMPT SECURITIES,Y,Y,Y,N,FELFRD,26,4093301,"OFFER OR SELL SECURITY THAT IS NOT A FEDERALLY COVERED SECURITY, AN EXEMPT SECURITY OR A REGISTERED SECURITY",,N,F,409.3301-001Y202026,N
M,B,20200828,99991231,N,OBTAIN/PRACTIVE W/O LIC,Y,N,Y,N,MISFRD,26,339541,FRAUDULENTLY OBTAIN OR ATTEMPT TO OBTAIN REAL ESTATE APPRAISER'S LICENSE OR PRACTICE AS AN APPRAISER WITHOUT A LICENSE,N,N,M,339.541-001N202026,N
M,B,20200828,99991231,N,VIOL SEC 339500-339549,Y,Y,N,N,MISFRD,26,339546,VIOLATES OR PERSONALLY PARTICIPATES OR IS AN ACCESSORY TO ANY VIOLATION OF SECTIONS 339.500-339.549,,N,M,339.546-001N202026,N
M,B,20200828,99991231,N,PRCH MTL BELONGING TO CEM/SBDV/COOP/UTLTY,Y,Y,Y,N,MISFRD,26,407302,"PURCHASE METAL BELONGING TO CEMETERY, POLITICAL SUBDIVISION, COOPERATIVE OR UTILITY",N,N,M,407.302-001N202026,N
M,B,20200828,99991231,N,FRAUD GEOLOGICAL WORK,Y,Y,Y,N,MISFRD,26,256477,FRAUD RELATED TO GEOLOGICAL WORK,,N,M,256.477-001N202026,N
M,B,20200828,99991231,N,ALTERING GEOLOGY WORK,Y,Y,Y,N,MISFRD,26,256483,ALTERING GEOLOGIST WORK - OPERATION WITH EXPIRED/SUSPENDED/REVOKED REGISTRATION,,N,M,256.483-001N202026,N
M,B,20200828,99991231,N,FAIL PROVIDE LIEN PROV,Y,Y,Y,N,MISFRD,26,429012,FAILURE TO PROVIDE NOTICE REFERENCING MECHANIC'S LIEN,,N,M,429.012-002N202026,N
M,U,20200828,99991231,N,VIOLATE REGISTRATION/COMPLIANCE CODE IN MOBILE HOMES,Y,Y,Y,N,MISFRD,26,700045,VIOLATE REGISTRATION/COMPLIANCE WITH CODE IN MANUFACTURE AND SALE OF MOBILE HOMES,N,N,M,700.045-001N202026,N
F,U,20200828,99991231,Y,WAREHOUSEMAN-ISSUE RECPT-NO GRAIN,Y,Y,N,N,FELFRD,26,411611,WAREHOUSEMAN ISSUE OR AID IN ISSUING RECEIPT FOR GRAIN KNOWING IT HAS NOT BEEN RECEIVED OR IS NOT WITHIN HIS/HER CONTROL,N,N,F,411.611-001Y202026,N
F,U,20200828,99991231,Y,WAREHOUSEMAN-ISSUE RECPT-FLS STMT,Y,Y,N,N,FELFRD,26,411621,WAREHOUSEMAN FRAUDULENTLY ISSUE/AID IN ISSUING A GRAIN RECEIPT CONTAINING A FALSE STATEMENT,N,N,F,411.621-001Y202026,N
F,U,20200828,99991231,Y,DELIV GRAIN-RECEIPT IS UNCANC,Y,Y,Y,N,FELFRD,26,411641,WAREHOUSEMAN DELIVERS GRAIN KNOWING RECEIPT IS OUTSTANDING/UNCANCELLED WITHOUT OBTAINING POSSESSION OF RECEIPT,,N,F,411.641-001Y202026,N
M,U,20200828,99991231,N,FAIL OF DEALER-DISP LIC,Y,Y,Y,N,MISFRD,26,411778,FAILURE OF AGRICULTURAL WAREHOUSE OR GRAIN DEALER TO DISPLAY NOTIFICATION OF STATE AND/OR FEDERAL LICENSING STATUS,N,N,M,411.778-001N202026,N
M,B,20200828,99991231,N,PERS/FIRM-VIOL GRAIN WAREHOUSING,Y,Y,Y,N,MISFRD,26,411661,PERSON/FIRM/CORPORATION OR OFFICER/AGENT - VIOLATION OF THE PROVISIONS OF CHAPTER 411 REGARDING GRAIN WAREHOUSING,N,N,M,411.661-001N202026,N
M,U,20200828,99991231,N,FAIL GR DEAL DISP LIC NO,Y,Y,Y,N,MISFRD,26,276582,FAILURE OF GRAIN DEALER TO DISPLAY LICENSING NOTICE,N,N,M,276.582-001N202026,N
M,B,20200828,99991231,N,DOC FALSE CERT DISAB-LIC PLATE,Y,Y,Y,N,MISFRD,26,301141,PHYSICIAN OR OTHER HEALTH CARE PRACTITIONER FALSELY VERIFY OR CERTIFY A DISABILITY FOR A LICENSE PLATE,Y,N,M,301.141-001N202026,N
F,U,20200828,99991231,Y,KNOW FLS-COUNTY FINAN STMT-2ND CL,Y,Y,Y,N,FELFRD,26,50800,WILLFULLY/KNOWINGLY MAKING A FALSE REPORT OF RECORD CONTAINED IN COUNTY FINANCE STATEMENT (2ND/3RD/4TH CLASS COUNTIES),N,N,F,50.800-002Y202026,N
M,U,20200828,99991231,Y,FLS CERT FACT-CO FINAN STMT-1ST CL,Y,Y,Y,N,MISFRD,26,50815,"FALSELY CERTIFYING FACT/S COVERED BY COUNTY FINANCIAL STATEMENT (1ST CLASS, NONCHARTER COUNTIES)",,N,M,50.815-001Y202026,N
F,U,20200828,99991231,Y,KNOW FLS-CNTY FINAN STMT-1ST CL,Y,Y,Y,N,FELFRD,26,50815,"WILLFULLY/KNOWINGLY MAKE FALSE REPORT OF RECORD CONTAINED IN COUNTY FINANCE STATEMENT (1ST CLASS, NON CHARTER COUNTY)",N,N,F,50.815-002Y202026,N
M,U,20200828,99991231,N,BANK/TRUST CO-SETTLE CK-NON PAR,Y,Y,Y,N,MISFRD,26,362222,OFFICER OR EMPLOYEE OF BANK OR TRUST COMPANY - SETTLE CHECK OTHERWISE THAN AT PAR,N,N,M,362.222-001N202026,N
M,U,20200828,99991231,N,BANK/TRUST CO EMP-FALSE STMT-RPT,Y,Y,Y,N,MISFRD,26,362295,PRESIDENT/CASHIER/SECRETARY OF BANK OR TRUST COMPANY FAIL TO MAKE OR MAKE FALSE STATEMENT IN REPORT REQUIRED BY SECTION 362.295,N,N,M,362.295-001N202026,N
M,U,20200828,99991231,N,BANK/TRUST CO EMP-CONC DISC LOAN,Y,Y,Y,N,MISFRD,26,362337,"OFFICER, DIRECTOR, CLERK, OR EMPLOYEE OF BANK OR TRUST COMPANY CONCEALING A DISCOUNTED LOAN WITH THE INTENT TO DEFRAUD",,N,M,362.337-001N202026,N
F,U,20200828,99991231,Y,FRAUD-CONNECTION W/INSURANCE SALE,Y,Y,Y,N,FELFRD,26,375144,FRAUD/MISREPRESENT IN CONNECTION WITH OFFER/SALE/SOLICITATION/NEGOTIATION OF INSURANCE,,N,F,375.144-001Y202026,N
F,U,20200828,99991231,Y,USE FUND PRIVATE GAINS,Y,Y,Y,N,FELFRD,26,375390,USING FUNDS OF INSURANCE COMPANY FOR PRIVATE GAIN,N,N,F,375.390-001Y202026,N
M,B,20200828,99991231,N,INTEN FLS STMT UNCL PROP,Y,Y,Y,N,MISFRD,26,447575,INTENTIONALLY MAKING A FALSE STATEMENT IN AN UNCLAIMED PROPERTY REPORT,N,N,M,447.575-001N202026,N
F,U,20200828,99991231,Y,FALSE STATE DIV/CARR REC,Y,Y,Y,N,FELFRD,26,622470,FALSIFICATION OR DESTRUCTION OF CARRIER RECORDS OR FALSE STATEMENT TO THE DIVISION,,N,F,622.470-001Y202026,N
M,U,20200828,99991231,Y,VIOL ENDOWED CARE FUND-CEM OPR,Y,Y,Y,N,MISFRD,26,214410,WILLFULLY VIOLATE PROVISIONS OF SECTION 214.270-.410 REGARDING ENDOWED CARE FUND BY CEMETERY OPERATOR,,N,M,214.410-002Y202026,N
F,U,20200828,99991231,Y,FALSIFY ANATOMICAL GIFT DOCUMENT,Y,Y,Y,N,FELFRD,26,194280,FALSIFY/FORGE/CONCEAL/DEFACE/OBLITERATE AN ANATOMICAL GIFT DOCUMENT FOR FINANCIAL GAIN,N,N,F,194.280-001Y202026,N
F,B,20200828,99991231,Y,RACE HORSE U/ASSUMED NAM,Y,Y,Y,N,FELGAM,39,313680,RACING HORSES UNDER NON-REGISTERED NAME,N,N,F,313.680-001Y202039,N
F,B,20200828,99991231,Y,VIO 313.690 RE GAMING/HORSE RACES,Y,Y,Y,N,FELGAM,39,313690,VIOLATE SECTION 313.690 REGARDING GAMING/HORSE RACES,N,N,F,313.690-001Y202039,N
M,B,20200828,99991231,N,LICENSEE-ILLEGAL EXCHNGE,Y,Y,Y,N,MISGAM,39,313830,LICENSEE EXCHANGE TOKENS ETC. FOR USE ON GAMBLING BOAT FOR ANYTHING OF VALUE EXCEPT WAGERS OR EXCHANGE OF MONEY OR PAY FOR FOOD OR DRINK,N,N,M,313.830-008N202039,N
F,U,20200828,99991231,Y,FLS STMT-INSUR CO-PURCH OWN STOCK,Y,Y,Y,N,FELFRD,26,375350,WILLFULLY MAKE FALSE STATEMENT IN APPLICATION BY INSURANCE COMPANY TO DIVISION OF INSURANCE TO PURCHASE ITS OWN STOCK,N,N,F,375.350-001Y202026,N
I,,20200828,99991231,N,SOL MEMB UNAUTH FRAT SOC,Y,Y,Y,N,MISFRD,26,378638,SOLICITING MEMBERSHIP IN UNAUTHORIZED FRATERNAL BENEFIT SOCIETY,N,N,IN,378.638-002N202026,N
F,B,20200828,99991231,Y,ADMINISTER DRUG TO HORSE,Y,Y,Y,N,FELGAM,39,313700,ADMINISTERING UNAUTHORIZED DRUGS TO A HORSE,N,N,F,313.700-001Y202039,N
M,B,20200828,99991231,Y,PROSTITUTION,Y,Y,Y,N,MISPRO,40,567020,PROSTITUTION,N,N,M,567.020-001Y202040,N
M,B,20200828,99991231,Y,PATRONIZING PROST- 18 AND OLDER,Y,Y,Y,N,MISPRO,40,567030,PATRONIZING PROSTITUTION - 18 YEARS OF AGE OR OLDER,N,N,M,567.030-004Y202040,N
F,B,20200828,99991231,Y,PROMOT PROST - 1ST DEG,Y,Y,Y,N,FELPRO,40,567050,PROMOTING PROSTITUTION 1ST DEGREE,,N,F,567.050-001Y202040,Y
F,B,20200828,99991231,Y,PROSTITUTION-ACTOR HAS HIV,Y,Y,Y,N,FELPRO,40,567020,ACTOR KNOWINGLY INFECTED WITH HIV PERFORMED AN ACT OF PROSTITUTION,N,N,F,567.020-003Y202040,Y
F,B,20200828,99991231,Y,GENITAL MUTILATION OF FEMALE CHILD,Y,Y,Y,N,FELSEX,36,568065,GENITAL MUTILATION OF A FEMALE CHILD,,N,F,568.065-001Y202036,Y
M,U,20200828,99991231,N,TAMP W FLIGHT FIELD/EQUP,Y,Y,Y,N,MISDMG,29,305100,INTERFERE/TAMPER WITH AIRDROME/FLYING FIELD/AIRWAY OR LIGHTS/MARKERS OR OTHER EQUIPMENT,N,N,M,305.100-001N202029,N
M,A,20200828,99991231,Y,FAIL NOTIFY SHERIFF-RESIDE-1ST,Y,Y,Y,N,MISSEX,36,566147,FAIL TO NOTIFY SHERIFF OF PRIOR RESIDENCY WITHIN 1000 FEET OF A SCHOOL/CHILD CARE FACILITY - 1ST OFFENSE,N,N,M,566.147-004Y202036,N
M,A,20200828,99991231,Y,SEX OFFNDR PER 566.149 PRESENT/LOITER W/IN 500' OF SCHL BLDG/GRND/STUDNT TRANSP,Y,Y,Y,N,MISSEX,36,566149,"SEX OFFENDER UNDER 566.149 PRESENT/LOITER W/IN 500' OF SCHOOL BUILDING, GROUNDS, OR CONVEYANCE TO TRANSPORT STUDENTS",N,N,M,566.149-001Y202036,N
F,U,20200828,99991231,Y,PROMOTING ONLINE SEXUAL SOLICITATION,Y,Y,Y,N,FELSEX,36,566103,PROMOTING ONLINE SEXUAL SOLICITATION,N,N,F,566.103-001Y202036,Y
F,B,20200828,99991231,Y,PROP DAMG 1ST-MV INTNT STL 2ND/SUB,Y,Y,Y,N,FELDMG,29,569100,PROPERTY DAMAGE - 1ST DEGREE - DAMAGE TO MOTOR VEHICLE WITH INTENT TO STEAL AS SECOND OR SUBSEQUENT OFFENSE,N,N,F,569.100-002Y202029,N
M,B,20200828,99991231,N,DAMAGE BNDRY MKR/HORIZ MONUMNT,Y,Y,Y,N,MISDMG,29,60355,"KNOWINGLY MOVE/REMOVE/DEFACE OR DESTROY BOUNDARY MARKER, BENCH MARK OR HORIZONTAL CONTROL MONUMENT",N,N,M,60.355-001N202029,N
M,U,20200828,99991231,N,VIOL PROV UNCLM PROP INF,Y,Y,Y,N,MISSPR,28,447560,VIOLATION OF PROVISIONS RELATING TO UNCLAIMED PROPERTY INFORMATION,,N,M,447.560-001N202028,N
F,B,20200828,99991231,Y,ABANDON CHILD 1ST DEGREE,Y,Y,Y,N,FELFAM,38,568030,ABANDONMENT OF CHILD 1ST DEGREE,N,N,F,568.030-001Y202038,Y
F,D,20200828,99991231,Y,ABANDON CHILD-2ND DEGREE,Y,Y,Y,N,FELFAM,38,568032,ABANDONMENT OF CHILD 2ND DEGREE,N,N,F,568.032-001Y202038,Y
F,B,20200828,99991231,Y,FAILURE TO OBTAIN HORSE RACING TRACK LICENSE,Y,Y,Y,N,FELGAM,39,313610,FAILURE TO OBTAIN HORSE RACING TRACK LICENSE,N,N,F,313.610-001Y202039,N
F,B,20200828,99991231,Y,PR OFNDR-RESIDE-1000FT-SCHL-2ND,Y,Y,Y,N,FELSEX,36,566147,PRIOR OFFENDER RESIDE WITHIN 1000 FEET OF A SCHOOL OR CHILDCARE FACILITY AFTER CONVICTION OF OR PLEA TO A SPECIFIED OFFENSE - 2ND OR SUBSEQUENT OFFENSE,N,N,F,566.147-001Y202036,Y
F,A,20200828,99991231,Y,PROMOTE CHILD PORN TO MINOR-1ST DEG,Y,Y,Y,N,FELOBS,37,573025,PROMOTE CHILD PORNOGRAPHY TO A MINOR 1ST DEGREE,,N,F,573.025-002Y202037,Y
F,B,20200828,99991231,Y,PROMOT CHILD PORN TO MINOR-2ND DEG,Y,Y,Y,N,FELOBS,37,573035,PROMOTE CHILD PORNOGRAPHY TO MINOR 2ND DEGREE,,N,F,573.035-002Y202037,Y
F,B,20200828,99991231,Y,POSSESS CHILD PORN - 2ND SUBSEQUENT OFFENSE OR POSS > 20 PICTURES/1 FILM/VIDEO,Y,Y,Y,N,FELOBS,37,573037,POSSESSION OF CHILD PORNOGRAPHY - 2ND/SUBSEQUENT OFFENSE OR POSSESS MORE THAN 20 PICTURES/ONE FILM/VIDEOTAPE,N,N,F,573.037-001Y202037,Y
F,A,20200828,99991231,Y,ABUSE OR NEGLECT OF A CHILD  - SERIOUS EMOTIONAL OR PHYSICAL INJURY - NO SEX,Y,Y,Y,N,FELFAM,38,568060,ABUSE OR NEGLECT OF A CHILD  - SERIOUS EMOTIONAL OR PHYSICAL INJURY - NO SEXUAL CONTACT,N,N,F,568.060-004Y202038,Y
