105.555-001N202026    ._,"07, 99",0 1 2,"FALSE STATEMENT/REPRESENTATION OR FAIL TO DISCLOSE FACT INLABOR DOCUMENTS/REPORTS",M / UN,N,N,N,M,8/28/2020
105.555-002N202026    ._,"07, 99",0 1 2,FALSE ENTRY IN/CONCEAL LABOR BOOK/RECORD/REPORT,M / UN,N,N,N,M,8/28/2020
105.961-001Y202026    ._,"07, 99",0 1 2,"KNOWINGLY, WITH MALICE, FILE A FALSE COMPLAINT AGAINST ANINDIVIDUAL IN REFERENCE TO THE ETHICS LAW",M / A,N,N,N,M,8/28/2020
105.961-002Y20202699._,99,0 1 2,"KNOWINGLY VIOLATE CONFIDENTIALITY OF AN ETHICS COMPLAINTAGAINST AN INDIVIDUAL",M / A,N,N,N,M,8/28/2020
105.961-003Y20207399._,99,0 1 2,"KNOWINGLY FILE A COMPLAINT PURSUANT TO CHAPTER 105 WITHOUTJUST CAUSE OR WITH MALICE",M / A,N,N,N,M,8/28/2020
105.961-004Y20207399._,99,0 1 2,"VIOLATE CONFIDENTIALITY REQUIREMENTS OF THIS SECTION ORSECTION 105.955(17)",M / A,N,N,N,M,8/28/2020
109.270-001N20207399._,99,0 1 2,DESTRUCTION OF STATE RECORDS,M / UN,N,N,N,M,8/28/2020
110.140-001N20207399._,99,0 1 2,"CLERK OF COUNTY COMMISSION DISCLOSES AMOUNT OF BID BEFORESELECTION OF DEPOSITARIES",M / UN,N,N,N,M,8/28/2020
115.158-001N20207399._,99,0 1 2,COMMERCIAL USE OF CENTRALIZED VOTER REGISTRATION DATABASE,M / B,N,N,N,M,8/28/2020
CHARGE CODE,NCIC MOD,"STATEMOD",DESCRIPTION,"TYPE/CLASS",DNA,SOR,ROC,"CASETYPE","EFFECTIVEDATE"
115.203-001N20205999._,99,0 1 2,"CLASS FOUR ELECTION OFFENSE OF VOTER REGISTRATION ANDSUBMISSION OF VOTER REGISTRATION APPLICATIONS",M / UN,N,N,N,M,8/28/2020
115.205-001N20205999._,99,0 1 2,CLASS THREE ELECTION OFFENSE - VOTER REGISTRATION SOLICIT OR KNOWINGLY FAIL TO REGISTER WITH SECRETARY OF STATE,M / UN,N,N,N,M,8/28/2020
115.405-001Y20205999._,99,0 1 2,"CLASS ONE ELECTION OFFENSE - MAKE FALSE SWORNSTATEMENT/AFFIDAVIT/STATEMENT OF CANDIDACY OR SIGN SUCH DOCUMENTS KNOWING STATEMENT IS UNTRUE",F / UN,C,N,N,F,8/28/2020
115.631-001Y20205999._,99,0 1 2,CLASS I ELECTION OFFENSE - WILLFULLY PROVIDE FALSE DOCUMENTATION REQUIRED FOR VOTER REGISTRATION UNDER CH 115,F / D,C,N,N,F,8/28/2020
115.631-002Y20205999._,99,0 1 2,COMMITTED CLASS ONE ELECTION OFFENSE,F / UN,C,N,N,F,8/28/2020
115.633-001Y20205999._,99,0 1 2,COMMITTING CLASS TWO ELECTION OFFENSES,F / UN,C,N,N,F,8/28/2020
115.635-001N20205999._,99,0 1 2,COMMITTING CLASS THREE ELECTION OFFENSES,M / UN,N,N,N,M,8/28/2020
115.637-001N20205999._,99,0 1 2,COMMITTING CLASS FOUR ELECTION OFFENSES,M / UN,N,N,N,M,8/28/2020
116.080-001Y20205999._,99,0 1 2,"FALSELY SWEARING TO A CIRCULATORS AFFIDAVIT KNOWING IT TO BEFALSE",M / A,N,N,N,M,8/28/2020
116.090-001Y20205999._,99,0 1 2,PETITION SIGNATURE FRAUD,M / A,N,N,N,M,8/28/2020
116.090-002Y20205999._,99,0 1 2,FAIL TO REPORT PETITION SIGNATURE FRAUD,M / A,N,N,N,M,8/28/2020
116.100-001Y20205999._,99,0 1 2,KNOWINGLY FILE A FALSE WITHDRAWAL STATEMENT,M / A,N,N,N,M,8/28/2020
127.040-001Y20205099._,99,0 1 2,VIOLATE ATTORNEY GENERAL'S CIVIL INVESTIGATIVE ORDER,F / E,C,N,N,F,8/28/2020
127.040-002Y20205099._,99,0 1 2,FAIL TO COMPLY WITH CIVIL INVESTIGATIVE DEMAND,M / A,N,N,N,M,8/28/2020
130.028-001Y20205999._,99,0 1 2,"VIOLATE SECTION 130.028.1 REGARDING DISCRIMINATION/INTIMIDATIONIN ELECTIONS",F / E,C,N,N,F,8/28/2020
130.028-002Y20205999._,99,0 1 2,"EMPLOYER/COMMITTEE/LABOR ORGANIZATION RECEIVE/CAUSEPOLITICAL CONTRIBUTIONS FROM MEMBERS OR EMPLOYEES, EXCEPT BY CONSENT",M / A,N,N,N,M,8/28/2020
130.028-003Y20205999._,99,0 1 2,"DIRECT PAYROLL DEDUCTION TO A CONTINUING POLITICAL COMMITTEE, OTHER THAN THE COMMITTEE CHOSEN BY THE EMPLOYEE",M / A,N,N,N,M,8/28/2020
130.081-001Y20205999._,99,0 1 2,"VIOLATE PROVISIONS OF CAMPAIGN FINANCE DISCLOSURE LAW(CHAPTER 130)",M / A,N,N,N,M,8/28/2020
130.081-002Y20205999._,99,0 1 2,FAILURE TO FILE CAMPAIGN FINANCE DISCLOSURE REPORT PURPOSELY,M / A,N,N,N,M,8/28/2020
130.081-003N19865999.0,99,0,FAILURE TO FILE CAMPAIGN FINANCE DISCLOSURE REPORT,I,N,N,N,I,1/1/1986
137.177-001N20205599._,99,0 1 2,FAILURE TO SECURE A BUILDING PERMIT,M / UN,N,N,N,M,8/28/2020
137.375-001N20206199._,99,0 1 2,"FAILURE TO MAKE AND FORWARD ASSESSMENT BOOK ABSTRACT TOSTATE TAX COMMISSION AS REQUIRED",M / UN,N,N,N,M,8/28/2020
137.420-001Y20202699._,99,0 1 2,"FALSE CERTIFICATION TO STATEMENT FILED WITH COUNTY ASSESSORWITH INTENT TO DEFRAUD",M / A,N,N,N,M,8/28/2020
141.810-001Y20206199._,99,0 1 2,LAND TRUST EMPLOYEE/TRUSTEE RECEIVING COMPENSATION/PROFIT FROM LANDS HELD BY SUCH LAND TRUSTS (1ST CLASS COUNTY),F / UN,C,N,N,F,8/28/2020
142.830-001Y201554    .0,"06, 99",0,"OPERATE AS AN INTER-STATE MOTOR FUEL USER WITHOUT BEINGLICENSED AS SUCH",M / A,N,N,N,M,12/31/2015
CHARGE CODE,NCIC MOD,"STATEMOD",DESCRIPTION,"TYPE/CLASS",DNA,SOR,ROC,"CASETYPE","EFFECTIVEDATE"
142.869-001N20206199._,99,0 1 2,"VIOLATE PROVISIONS OF SECTION 142.869 REGARDING ALTERNATIVEFUEL DECAL",I,N,N,N,I,8/28/2020
142.869-002N199954    .0,"06, 99",0,"OPERATE MOTOR VEHICLE REQUIRED TO HAVE ALTERNATIVE FUELDECAL UPON HIGHWAY WITHOUT VALID DECAL",I,N,N,N,I,1/1/1999
142.869-003N199954    .0,"06, 99",0,PUT/CAUSE TO BE PUT ALTERNATIVE FUEL INTO MOTOR VEHICLE ON WHICH NO ALTERNATIVE FUEL DECAL IS ATTACHED OR TAXES PAID,I,N,N,N,I,1/1/1999
142.869-004N199954    .0,"06, 99",0,"SELLER OF ALTERNATIVE FUEL FAILS TO PROPERLY RECORD SALE OFALTERNATIVE FUEL PUT IN VEHICLES DISPLAYING ALTERNATIVE FUEL DECAL",I,N,N,N,I,1/1/1999
142.905-001Y202061    ._,"02, 99",0 1 2,MOTOR VEHICLE FUEL TAX EVASION,M / A,N,N,N,M,8/28/2020
142.909-001Y20207399._,99,0 1 2,"VIOLATION OF CHAPTER 142 MOTOR FUEL REQUIREMENTS ANDREGULATIONS TO DEFRAUD",F / E,C,N,N,F,8/28/2020
142.909-002N20207399._,99,0 1 2,"VIOLATION OF CHAPTER 142 MOTOR FUEL REQUIREMENTS ANDREGULATIONS",M / UN,N,N,N,M,8/28/2020
142.911-001Y202061    ._,"02, 99",0 1 2,MOTOR FUEL TAX EVASION,F / E,C,N,N,F,8/28/2020
142.914-001Y202061    ._,"02, 99",0 1 2,"MOTOR VEHICLE FUEL TRANSPORTATION OFFENSE - 2ND ORSUBSEQUENT OFFENSE",M / A,N,N,N,M,8/28/2020
142.914-002N20206199._,99,0 1 2,MOTOR VEHICLE FUEL TRANSPORTATION OFFENSE,M / B,N,N,N,M,8/28/2020
142.923-001Y202061    ._,"02, 99",0 1 2,SELL/USE/DELIVER/STORE OR IMPORT FOR SALE/USE/DELIVERY/STORAGE OF MOTOR FUEL WHERE NO TAX PAID,M / A,N,N,N,M,8/28/2020
142.926-001N202054    ._,"02, 06, 99",0 1 2,"TRANSPORT DYED FUEL WITHOUT NONTAXABLE USE STATEMENT ONSHIPPING PAPER",M / A,N,N,N,M,8/28/2020
142.929-001Y20206199._,99,0 1 2,VIOLATION OF IMPORTATION OF FUEL LAWS,M / A,N,N,N,M,8/28/2020
142.932-001Y202061    ._,"02, 99",0 1 2,EVASION OF TAX RELATED TO MOTOR FUEL WITH DYE,M / A,N,N,N,M,8/28/2020
142.944-001Y20206199._,99,0 1 2,"REFUSING INSPECTION OF MOTOR FUEL RECORDS IN ORDER TO EVADETAX",M / A,N,N,N,M,8/28/2020
143.1001-001Y20207399._,99,0 1 2,"RELEASE/USE OF NAMES/ADDRESSES OF INDIVIDUALS CONTRIBUTINGTO VETERANS TRUST FUND",F / D,C,N,N,F,8/28/2020
143.1003-001Y20207399._,99,0 1 2,"RELEASING NAMES AND ADDRESSES OF INDIVIDUALS CONTRIBUTING TO THE ""MISSOURI NATIONAL GUARD TRUST FUND""",F / D,C,N,N,F,8/28/2020
143.221-001Y20206199._,99,0 1 2,"EMPLOYER, WITH INTENT TO DEFRAUD, WILLFULLY FAILED TO FILE RETURN/TRUTHFULLY ACCOUNT FOR/PAY WITHHOLDING TAX",F / UN,C,N,N,F,8/28/2020
143.221-002Y20206199._,99,0 1 2,"EMPLOYER, WITH INTENT TO DEFRAUD, WILLFULLY FAILED TO FILE RETURN/TRUTHFULLY ACCOUNT FOR/PAY WITHHOLDING TAX",M / UN,N,N,N,M,8/28/2020
143.911-001Y202061    ._,"01, 99",0 1 2,ATTEMPTING TO EVADE OR DEFEAT INCOME TAX,F / UN,C,N,N,F,8/28/2020
143.911-002Y202061    ._,"01, 99",0 1 2,ATTEMPTING TO EVADE OR DEFEAT INCOME TAX,M / UN,N,N,N,M,8/28/2020
143.921-001Y202061    ._,"01, 99",0 1 2,FAILURE TO COLLECT OR PAY OVER INCOME TAX,F / UN,C,N,N,F,8/28/2020
143.921-002Y202061    ._,"01, 99",0 1 2,FAILURE TO COLLECT OR PAY OVER INCOME TAX,M / UN,N,N,N,M,8/28/2020
143.931-001Y197561    .0,"01, 99",0,FAILURE TO FILE/PAY A MISSOURI INCOME TAX RETURN -,F / UN,C,N,N,F,1/1/1975
143.931-002Y202061    ._,"01, 99",0 1 2,FAILURE TO FILE/PAY A MISSOURI INCOME TAX RETURN -,M / UN,N,N,N,M,8/28/2020
CHARGE CODE,NCIC MOD,"STATEMOD",DESCRIPTION,"TYPE/CLASS",DNA,SOR,ROC,"CASETYPE","EFFECTIVEDATE"
143.941-001Y202061    ._,"01, 99",0 1 2,FILING A FALSE MISSOURI INCOME TAX RETURN,F / UN,C,N,N,F,8/28/2020
143.941-002Y202061    ._,"01, 99",0 1 2,FILING A FALSE MISSOURI INCOME TAX RETURN,M / UN,N,N,N,M,8/28/2020
144.080-001N202061    ._,"02, 99",0 1 2,"FAIL TO COLLECT SALES TAX, FILE RETURN AND PAY TAXES;MISREPRESENT ASSUMPTION OF TAXES",M / UN,N,N,N,M,8/28/2020
144.083-001Y202061    ._,"02, 99",0 1 2,MAKING SALES AT RETAIL WITHOUT RETAIL LICENSE,M / A,N,N,N,M,8/28/2020
144.480-001Y202061    ._,"02, 99",0 1 2,"WITH INTENT TO DEFRAUD, WILLFULLY FAILED TO MAKE A SALES TAX RETURN/PAY SALES TAX/KEEP RECORDS/SUPPLY INFORMATION",F / UN,C,N,N,F,8/28/2020
144.480-002Y202061    ._,"02, 99",0 1 2,"WITH INTENT TO DEFRAUD, WILLFULLY FAILED TO MAKE A SALES TAX RETURN/PAY SALES TAX/KEEP RECORDS/SUPPLY INFORMATION",M / UN,N,N,N,M,8/28/2020
144.490-001Y202061    ._,"02, 99",0 1 2,FILING FALSE SALES TAX RETURN,F / UN,C,N,N,F,8/28/2020
144.490-002N202061    ._,"02, 99",0 1 2,FILING A FALSE SALES TAX RETURN,M / UN,N,N,N,M,8/28/2020
144.510-001N202061    ._,"02, 99",0 1 2,VIOLATION OF SALES TAX LAW,M / UN,N,N,N,M,8/28/2020
144.610-001Y20206199._,99,0 1 2,FAIL TO PAY MISSOURI USE TAX,F / UN,C,N,N,F,8/28/2020
144.610-002N20206199._,99,0 1 2,FAIL TO PAY MISSOURI USE TAX,M / UN,N,N,N,M,8/28/2020
146.130-001N20206199._,99,0 1 2,TAX EVASION ON INTANGIBLE PERSONAL PROPERTY,M / UN,N,N,N,M,8/28/2020
147.120-001Y20206199._,99,0 1 2,MAKING FALSE STATEMENT ON FRANCHISE TAX REPORT,F / UN,C,N,N,F,8/28/2020
149.035-001Y20207399._,99,0 1 2,SALE OF TOBACCO PRODUCTS WITHOUT WHOLESALER LICENSE,M / A,N,N,N,M,8/28/2020
149.051-001Y20207399._,99,0 1 2,"POSSESS FOR THE PURPOSE OF SALE, ANY CIGARETTES TO WHICH THEREQUIRED STAMPS/METER UNITS NOT AFFIXED",M / A,N,N,N,M,8/28/2020
149.071-001Y202061    ._,"02, 99",0 1 2,"VIOLATE PROVISION OF SECTION 149.071 REGARDING EVIDENCE OFPAYMENT OF CIGARETTE TAXES",F / UN,C,N,N,F,8/28/2020
149.076-001Y202061    ._,"02, 99",0 1 2,"FILE FALSE REPORT/APPLICATION OR MAKE A FALSE STATEMENT TODEPARTMENT OF REVENUE REGARDING PURCHASE OR SALE OF CIGARETTES",F / UN,C,N,N,F,8/28/2020
149.200-001Y20207399._,99,0 1 2,"KNOWINGLY/RECKLESSLY ALTER CIGARETTE PACKAGE AND/OR SELL/DISTRIBUTE/POSSESS CIGARETTES NOT IN COMPLIANCE WITHFEDERAL REGULATIONS",F / E,C,N,N,F,8/28/2020
150.100-001N20202699._,99,0 1 2,DEALING AS A MERCHANT WITHOUT A LICENSE,M / UN,N,N,N,M,8/28/2020
150.465-001Y20202699._,99,0 1 2,ILLEGAL SALES BY INTINERANT VENDOR OR PEDDLER,M / A,N,N,,M,8/28/2020
160.261-001Y202026    ._,"07, 99",0 1 2,"FALSIFY REPORT OR WITHHOLD INFORMATION RELATING TOINVESTIGATION/REPORT OF SCHOOL VIOLENCE",M / A,N,N,N,M,8/28/2020
161.409-001Y20207399._,99,0 1 2,VIOLATION REGARDING CONFIDENTIALITY OF REPORTS/RECORDS OF MISSOURI COMMISSION FOR THE DEAF AND HARD OF HEARING,M / A,N,N,N,M,8/28/2020
166.715-001Y20212699._,99,0 1 2,"KNOWINGLY USE MONEY FROM MISSOURI EMPOWERMENTSCHOLARSHIP ACCOUNTS PROGRAM FOR UNAUTHORIZED USES",M / A,N,N,N,M,8/28/2021
167.020-001Y20203899._,99,0 1 2,"KNOWINGLY SUBMITTING FALSE INFORMATION REGARDING RESIDENCYFOR SCHOOL REGISTRATION",M / A,N,N,N,M,8/28/2020
167.023-001N20203899._,99,0 1 2,"MAKING FALSE STATEMENT REGARDING PRIOR HISTORY FOR PURPOSESOF SCHOOL ENROLLMENT",M / B,N,N,N,M,8/28/2020
167.031-001N202038    ._,"06, 99",0 1 2,VIOLATION OF EDUCATION REQUIREMENT FOR A CHILD,M / C,N,N,N,M,8/28/2020
167.031-002N20207399._,99,0 1 2,TRUANCY,M / UN,N,N,N,M,8/28/2020
